DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,MouseID,Genotype_Control,Genotype_Ts65Dn,Treatment_Memantine,Treatment_Saline,Behavior_C/S,Behavior_S/C,class
0.6330317429080109,0.8355607894022313,2.3026579920992747,1.508741818778465,2.3443853584930965,-0.3616650528147926,-0.1657181580012496,-0.8990108290206896,0.6050885646207638,1.2296516783920772,0.696340757533381,-0.157525476264561,1.6282161754531885,0.4893953261431185,1.6947407456753532,-0.6481261916532743,1.1962176966584415,1.6303146784037903,-0.034490039378903055,1.4395444522934253,0.46962726785372494,0.13369409884223532,-0.05172698173790937,2.359225379112016,1.8979988729629256,1.7083565686259226,0.7155597860300921,1.153911695323249,1.010829534691857,-0.0840562783673221,0.8182319327195734,2.0477033559247575,-0.6361276740779696,0.09375511661596057,-0.9251407695091017,0.5646251703130925,-0.09897229585328647,1.3494003550811469,0.24841414210654936,0.62340572228557,0.4530218095943551,1.0148440172827304,-0.6654352251725973,0.04829130782276588,-0.5907909752661593,1.7316479226616979,-0.45578049138867094,0.08203514731738808,-0.5431861764272586,0.4295654269453071,-0.22822679985875485,-0.2645505357738446,0.517386125378103,-1.0715564129564121,-0.7847842898408369,-0.1887085708486929,-1.443101947311559,-0.43760895446074494,0.1778660059605927,0.7649984757196892,-1.1964507433206273,-1.4682351995968068,0.23319606783233054,-0.8898730766786448,-2.1785331471918075,-1.1261317741826016,-0.18269032182688727,-1.3766190851733877,-1.2734707616166332,-0.703875244889748,-1.0715564129564121,-1.0078047088497821,-0.28594415279096846,-1.0650869751854517,-1.4331146868233222,-1.5290339107930253,1.0659009079901893,309_1,1,0,1,0,1,0,0
0.7040567418326932,0.5045147694602106,1.9217335859333577,1.4309527051053317,2.0120142746676866,-0.5459688758297297,-0.3508929611259231,-0.9621197359906755,0.44318734853534253,0.7025916379483279,0.7262910767224925,-0.3061175024332705,1.3072421033874326,0.13938185889275648,1.1318021027704939,-0.7455500526034148,0.6202013108775334,1.0774331305595835,0.023353807648255797,1.2383054476117012,0.3407166836775637,-0.13215433688113665,-0.2591134704597938,2.0067947288856036,1.5856923049830682,1.579584072995822,0.43453639547282474,0.7790610707474178,0.7301155313404822,-0.40407068925387096,0.43694196869706925,1.780662814218637,-0.7388636456255588,-0.4595919002708659,-1.0484981552516082,0.0031644901797399263,-0.46077785654490394,0.8941440640776267,-0.2616249652508058,0.19115910813809592,0.12084436893971473,0.5735082512494337,-0.7860179909420953,0.0460269526384267,-0.5618025583580121,1.8522521957453815,-0.4620616732938521,0.06277992940858566,-0.5435956420555116,0.334421736108741,-0.217924817293872,-0.30822609773526494,0.2799039691763869,-1.0513703194737656,-0.4116535877217529,-0.12208521288557043,-1.2812777620268914,-0.1956078069837638,0.4659181962154835,0.7322368083330049,-0.8698078092691467,-1.1288823837135051,0.5152001555941055,-0.9310491329329449,-2.1143572222064235,-1.329977755953583,0.007083120523295199,-0.9491688056845022,-1.4838538297405515,-0.815439892210384,-1.0513703194737656,-1.189285606976677,-0.06402109720657162,-1.1225064438551324,-1.3462169482486765,-1.4702824745774088,1.280291183929141,309_2,1,0,1,0,1,0,0
0.6688847394409806,0.7390516006587737,2.0570585620690394,1.1341418033552824,1.943408710747604,-0.6132267053672068,-0.2376000419960128,-0.9689364173978113,0.544141565098896,0.5830314969332824,0.6518038659248238,-0.46371727913662875,1.2115110078099562,0.1481601663969589,1.536104696475882,-0.6654651536865641,0.6433276375009237,1.025303408920449,0.38176769183108245,1.0727154701427013,0.3365293549275729,0.10362121786652233,-0.25024793982011145,2.021846238280178,1.7202745996176483,1.5427345585953232,0.5586607617399975,0.9590886840874583,0.7692397940597946,-0.267157004720766,0.3082436291258184,1.832008436856619,-0.7335179261204017,-0.436733815089383,-1.048297610218061,-0.03829265299690675,-0.4775799037179217,0.6224563030288248,-0.16380462639204635,0.11971243361364169,-0.0465183576555609,0.45950089241578973,-0.9204891514815658,0.1272442273682426,-0.5111043904901482,2.175887098226385,-0.3151824682505083,0.2980259372271002,-0.3140187588023721,0.2567807023546699,-0.10745421072669159,-0.7314157163810295,0.6105954857177862,-0.931012248682085,-0.7615817616549403,-0.20717002116791863,-1.3118213256316689,-0.2346009552788465,0.6596131028630994,0.7508433484315337,-0.20506705453496452,-1.2058400957563788,0.48145716041751313,-0.882030685844538,-2.1801497664887224,-1.4056904541754895,-0.020361157666561273,-1.1977903215622778,-1.419502616419684,-0.815986580600798,-0.931012248682085,-1.103346786086563,-0.1529677341774931,-1.1243584777829467,-1.3918867067622143,-1.5441474933526533,1.8570383108077975,309_3,1,0,1,0,1,0,0
0.23472672806748382,0.0945496151063105,0.8218200226798207,0.49518322051946806,1.2434508043461754,-0.257756503447681,-0.2087271628200166,-1.0702855086168097,-0.1723962785164589,0.6981902747966887,0.25497566285048007,-0.3531932495223797,1.1363080794630656,0.868475777936136,0.43195793120095083,-1.1073304343436157,0.01759611891817217,1.264115827577162,0.5414910443862404,0.3671407356546958,0.2215146990251494,0.002298519353441821,-0.031847992513556446,0.4179496050704349,0.7811082842468949,1.1674526947579078,0.5561767893391607,0.15995965205777918,0.3429610936309597,-0.21853954093298952,0.09954397747698694,0.8077307961383343,-0.7304501929432033,-0.37018778599344704,-0.9864016739319807,-0.1271986534153848,-0.4418416621489383,0.32529550293616893,-0.22754450596785164,0.16692542017657716,0.24406161978561666,0.3886931959893216,0.043982684885880245,-0.6710303134393938,-1.07986354253107,1.2704676592631938,-0.16291712975135325,0.13262237793877432,-1.0085129078859292,0.02191795431034884,-0.30948780276121063,0.049941263452766185,0.3216946400950547,-1.2911433782954027,-1.079773402360084,-0.7108496734557884,-1.4783859163631363,-0.2609740161559243,0.3761288013922404,0.8703777418974012,-1.195971963346178,-1.3483771777794613,-0.25593215155795623,-1.1209916799951416,-1.6848164356634756,-1.4441578278955773,-0.1642607564775471,-1.2559831714301222,-0.916509957226989,-1.2991325277331718,-1.2911433782954027,-0.875722219998352,-0.828538262183168,-0.7458347743412513,-1.0225100253639257,-1.1541530538084082,1.1444898958282061,309_4,1,0,1,0,1,0,0
0.18834124825888476,0.09656385314715599,0.825460493128246,0.20171037696481878,0.9593255701717,-0.508313355667,-0.31930789722371244,-1.0844296012144863,-0.6300875869479979,0.38836155695231217,0.11865226837124575,-0.5511798514567435,0.8753880326374555,0.06415589106228875,0.3417438408769754,-1.1735029834255524,-0.3115089338152268,1.0163836130169974,0.6332334154113571,0.04205936234051132,0.07493139866365385,-0.1493091289784278,-0.21358201485389075,0.5465172034555817,0.6658394869485276,0.8920552815516488,0.27414702859118506,0.023591073976112258,0.0754547964622877,-0.4915808961563982,-0.10073555717406985,0.7070319648773812,-0.7884899291468089,-0.6937951046395837,-1.182647429346979,-0.6139051295315143,-0.5544387456550884,-0.11023893905678459,-0.6614065692663297,-0.08163945761765419,-0.06310968382171679,0.021937438943521497,0.009403854506912833,-0.726346707592525,-1.033148530898047,1.3551091590753592,-0.10509363830920443,0.14608545554791333,-0.8726419181026521,0.04583063506376593,-0.27128788362432843,-0.1934618965457847,0.4824280324476956,-1.1785872315443735,-0.9894251291822151,-0.552324852432651,-1.235629803842864,-0.3753786527741057,0.9672199514639371,0.6791008218759699,-0.5697007512865196,-1.3258553488738087,-0.04900252021565025,-0.9129923262701728,-1.7000248972991534,-1.4003040283007833,0.3220242792989823,-0.7567327930120472,-1.0161395265626978,-1.144311612477735,-1.1785872315443735,-0.9013633739644579,-0.17783963269501238,-0.9895103560241253,-1.2095253416650042,-1.1245314110829903,1.583530389799241,309_5,1,0,1,0,1,0,0
0.2696767270940771,0.15776181822662436,1.0031612324186345,0.2601775836971078,1.0562292776819424,-0.3681276457169872,-0.21766673800373806,-1.0788076267006546,-0.5366887970517757,0.1775094599983817,0.18352834795098996,-0.4931527028269589,0.8828961734679924,-0.1853708040164073,0.29188346981415886,-1.1018798196949378,-0.09087989021182896,0.9218714980676764,0.8325734548464809,-0.08330748268541024,0.09010075959987081,-0.11247580491298571,-0.02083520360527965,0.22108264164510083,0.760564359764562,1.2972513213202395,0.27846444645259744,0.27850568735345294,0.08973084235255205,-0.415817143160901,-0.22527694941909954,0.731426835078041,-0.7942549645648112,-0.7612711185122825,-1.3839726643646173,-0.7690358915787391,-0.5218880626395098,-0.22064749948204712,-0.642918621818714,-0.15230464366748703,-0.23426071437376747,-0.07569868283468757,-0.06447650596535741,-0.651175218503184,-0.9644837723473801,1.4138419396235369,-0.12445487101897851,-0.1183706691703671,-0.7050583245953631,-0.19691876269076242,-0.18433464319328374,-0.6462816105741112,0.23850038911779364,-1.0595244750068797,-1.1540574338061482,-0.2627151531990725,-1.3482605105587673,-0.4415287566053072,0.4307786416300367,0.4778345266891841,-0.6027287770836522,-1.570854996209439,-0.16051434992628305,-0.9353398955930889,-1.6507413406501161,-1.8510033887648596,-0.05281584872472959,-1.3167566101307706,-0.9590099126745509,-1.1084338420394395,-1.0595244750068797,-0.9577075395118648,-0.09080959467434283,-1.0267896250081836,-1.1976663038909818,-1.2487103531885246,1.5098926547534524,309_6,1,0,1,0,1,0,0
0.1436314443355627,-0.15249968640189163,0.4923818383218428,0.11015126483374321,0.6918409828241902,-0.1991643722444209,0.08535381541449741,-1.1784807626948754,-0.5181519237521749,0.7559922884349369,-0.05455660724107963,-0.2938902860047017,1.0222826381233414,0.0572329988590839,0.16411122530395392,-1.295072136592113,-0.25555852730653444,1.0140404862584982,0.8578963871927325,-0.29726262078199717,0.3052055325585,-0.06594621913566844,0.22805018583360107,-0.17935330156628737,0.20242278241997663,0.9121227282918855,0.6179752518085417,0.08682919202739664,-0.00516532196392178,-0.2203034858889804,0.015675551195470955,0.3199909264077977,-0.7271641581821189,-0.39629111259037714,-0.941895971097402,-0.033767101174380795,-0.3071138666289313,0.025785224812106853,-0.2674627102730965,0.06137765310103331,0.26029538938883945,0.04366309434608111,0.49657707012677504,-1.2427992132541632,-1.4236475014472156,0.8804738143715691,0.11640444715726737,0.006673736330756081,-1.1819204695263361,-0.46177805173111053,-0.40354314862589646,-0.6811766753382027,0.11573429266482647,-1.6674815884741194,-0.9346928661037469,-1.1957015007793426,-1.6071871337264094,-0.48185020967292486,0.07666651044093005,0.8595410449127128,-1.388808543227435,-1.7886851622969788,-0.8569773110229782,-1.5040063897092495,-1.8052677332419513,-1.220278724752533,-0.5391509153513527,-1.6445733523546133,-0.5984579553674775,-0.4187868482246606,-1.6674815884741194,-0.8657245343606196,-0.6047711512988206,-0.6063795991472278,-0.7802127301464875,-0.9418719855048574,0.6016167776492243,309_7,1,0,1,0,1,0,0
0.07172045139848736,-0.2075138960474975,0.18179917773946924,-0.10478053788812584,0.4691858918439028,-0.46403750278435735,-0.08371525338910764,-1.1819058287875688,-0.7026729302182682,0.11681849829066504,-0.09178153161877865,-0.6311495323933481,0.7865353132877437,-0.41830254265290706,-0.056622365656476326,-1.3321040974742264,-0.579443941622557,0.6904010927112691,0.731301477677963,-0.444391082668673,0.019789958406594366,-0.042265052122054565,-0.3317166730827242,-0.2810828292761676,0.1252553520452069,0.6930765735546522,0.27124934290132374,-0.18058481263721254,-0.14417051252346427,-0.31685629162645823,-0.4840102140908213,0.3023659487796657,-0.7921210487555483,-0.7176359170280562,-1.0725320890251842,-0.5854082279523831,-0.6889552789869632,-0.45599160656936305,-0.698518452679414,-0.2980743164852125,-0.3211430171229167,-0.38488699611714355,0.32868790537709675,-1.16226230732878,-1.5440410587289473,0.7474610434221888,0.15435072115304832,-0.10375595534857487,-1.0235949804242495,-0.11375684780664912,-0.36771062421467265,-0.4703739017490602,0.18556833472799383,-1.5507332045890156,-1.1129226718140555,-0.9166480268200925,-1.543073213739337,-0.36266089709653715,0.7175754436584875,0.3856411737583668,-0.9448262140352943,-1.6734132046797234,-0.6620699857282719,-1.0720008709599909,-1.8122032220212412,-1.715287754473923,-0.049741726174225696,-1.276360132264002,-0.6264263630259743,-0.5575872038609366,-1.5507332045890156,-0.7936493297793386,-0.96889575969335,-0.8894946383509994,-0.8082743273628235,-0.9036075972627114,0.9933595250444153,309_8,1,0,1,0,1,0,0
-0.12641652606529974,-0.35334781573258817,-0.02480256506306389,-0.4947054493508534,0.24610697881932528,-0.6590685300897308,-0.5473820073190906,-1.2951935398124248,-0.9837990306760512,-0.4380374903164979,-0.1948015819153403,-0.9564754167318075,0.3665073494148828,-0.7287767824391747,-0.6625948456165779,-1.437195283365308,-0.8357935337373777,0.6176520237243657,0.33073895030194095,-0.6678394610664127,-0.2566714283198167,-0.6723659255713598,-0.3887564781285388,-0.5104888909956874,-0.055317614317872355,0.3956642566729888,-0.3735869477545899,-0.49371708248914375,-0.48924335458435314,-0.5167352253817366,-0.8864332290860641,-0.02518058595259447,-0.8638003687312497,-1.1727312532376162,-1.404621801599328,-1.100985414968589,-1.1450687284788732,-0.7363611465717519,-1.068152673230718,-0.7265131279992677,-0.6839139418836976,-0.9355834695950622,0.2014114376501125,-1.0820552632849811,-1.3728952277712474,0.3579894792434321,0.17072980953544625,0.07475310191883203,-0.9835228459301432,-0.24206073124413424,-0.3170415248406214,-0.733344346273518,-0.05554390065558355,-1.1531726073156163,-1.2757837126172833,-0.8492884693291614,-1.4649455969552925,-0.31362115425308174,0.344833358081857,0.30208485305371796,-0.8845499335489568,-1.855602696035992,-0.5874669869577381,-1.114964707900712,-1.9399326758937685,-1.695741785830396,-0.17598579152435778,-1.4681594065381693,-0.6765942438407159,-0.3893112217710962,-1.1531726073156163,-1.1362511175622823,-0.15434260031712968,-0.8527685721831963,-0.8843716361589207,-0.9271191324454157,1.567343942176815,309_9,1,0,1,0,1,0,0
-0.16190870159497622,-0.5762167273921965,0.9012100329162135,-0.5801653021289348,-0.2608289469183904,-0.13573044590217329,0.2448140468699885,-1.40630155314281,-0.7554085616451736,0.08179075615331563,-0.2840353043706527,0.20196993383914477,0.9678245656601966,0.1939834527176931,-0.7036495999583045,-1.5166015473370604,-0.7842009082050875,0.5368729773263077,0.7868631053893508,-0.913035764276706,-0.18501017960609709,0.5794851200571189,0.7141153758770244,-0.854147890029668,-0.46869156247793786,0.3781919125416606,0.49816964476129066,0.7076927519983804,-0.47961148582198265,0.23118335362350703,-0.4016231405011502,-0.5242571442931815,-0.6193152791415545,-0.30231922543099415,-0.231910507331465,-0.17055086655270849,-0.36888500191364254,-0.17046720544062052,-0.43651573748308237,0.03393494818316636,0.3861316472794272,0.12998604647191106,0.7727976255449975,-1.4370054930855518,-1.8049878693308725,0.8013108791157557,0.3806534737776934,0.29623018844731785,-1.3062662076836253,-0.7561102247272391,-0.4224091302505089,0.05632169587088683,-0.46786971253022464,-1.986419079726601,-2.183728673258748,-1.2456253838934446,-1.5786476567132022,0.4899804603123031,0.06592122470334542,1.011100694476088,-1.4456371989504913,-1.5592956885516593,-1.0635037566040784,-1.675619895484586,-0.8343016352128569,-1.5597469272328102,-0.48439369263144333,-1.3517637531397018,0.8771405160971112,0.2186292188454567,-1.986419079726601,-0.6209316411798443,-0.4745213717493651,-0.42442075007933566,0.06352792781272638,-0.24411599198486525,0.5649508364814921,309_10,1,0,1,0,1,0,0
